Date,headline,summary,open,close,high,low,volume,daily_gap,sentiment,sentiment_score
2024-06-20,Nvidia company history & timeline: From GPU maker to AI leader,Nvidia has been around for decades but only recently has it taken the tech spotlight — here’s how its early focus on graphics technology and a pivot to AI vaulted it into a multitrillion-dollar tech darling.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.9919825
2024-06-20,How Nvidia became an AI giant,"Jensen Huang, Chris Malachowsky and Curtis Priem — gathered at the diner in what is now the heart of Silicon Valley to discuss building a computer chip that would make graphics for video games faster and more realistic.  The company is now worth over $3.2 trillion, with its dominance as a chipmaker cementing Nvidia’s place as the poster child of the artificial intelligence boom — a moment that Huang, Nvidia’s CEO, has dubbed “the next industrial revolution.”  On a conference call with analysts last month, Huang predicted that the companies using Nvidia chips would build a new type of data center called “AI factories.”",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.74201137
2024-06-20,Tracking Ron Baron's BAMCO Portfolio - Q1 2024 Update,"Read here for latest updates on Baron Capital's stock portfolio, including top stakes in Tesla Motors and Gartner and recent stake increases.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.9999521
2024-06-20,"Housing trends, HPE CEO on Nvidia partnership: Market Domination","There's never enough time in the day to trade, as Market Domination Hosts Julie Hyman and Josh Lipton walk investors through the final trading hour of Thursday, June 20. They cover the top trending stocks and market movements ahead of the closing bell. Hewlett Packard Enterprise (HPE) CEO Antonio Neri discusses HPE's new partnership with Nvidia (NVDA) on its line of ""Nvidia AI Computing by HPE"" product offerings. National Association of Home Builders (NAHB) CEO Jim Tobin stops into the studio to tackle some of the biggest challenges the US housing market is currently facing. Yahoo Finance's top trending stock tickers this hour include Gilead Sciences (GILD), commercial-grade EV maker Nikola (NKLA), and Advanced Micro Devices (AMD). This post was written by Luke Carberry Mogan.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.9999926
2024-06-20,"As Nvidia Soars, History Advises Caution. These 12 Stocks Are Now a Safer Way to Play AI.","Nvidia trades for 20 times next year’s expected revenue. Historically, that’s been a worrisome level for future stock returns.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.99997234
2024-06-20,"S&P 500 Gains and Losses Today: Index Dips After Briefly Crossing 5,500","The S&P 500 declined by 0.3% on Thursday, June 20, 2024, after briefly crossing the 5,500 level for the first time before falling on declines in the technology sector.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.99554104
2024-06-20,"Nvidia, AI-Focused Semiconductor Stocks Retreat From Record Highs",Investors showed signs of altitude sickness on Thursday as they sold off highflying Nvidia stock and other AI chip stocks.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.98917365
2024-06-20,Nvidia is not a 'good bet' long term: Analyst,"Nvidia (NVDA) dropped slightly on Thursday afternoon. CapWealth founder and chief investment officer Tim Pagliara joins Market Domination Overtime to give insight into Nvidia's recent performance and key concerns for the tech giant and its customers. Pagliara explains that a ""better bet"" than Nvidia is to invest in the companies that provide the supporting infrastructure for AI: ""I mean, no one really talks about it, but a Google search today compared to a Google search with AI takes 10 to 15 times as much energy, and that hasn't really hit the market yet. And so I see energy companies, GE Vernova (GEV) as an example, as really benefiting from that. So you can make money around the edges in a more sustainable long-term way because our utility, industry, our grid, all of that needed upgrading anyway."" For more expert insight and the latest market action, click here to watch this full episode of Market Domination Overtime. This post was written by Nicholas Jacobino",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.69974023
2024-06-20,Nvidia Dips Into the Red. Microsoft Reclaims the Market Cap Title.,"Nvidia  stock did an about-face on Thursday, dipping 3.5% into the red and closing just below Microsoft on the list of largest companies by market cap.  Nvidia started out with gains, on track to cement its lofty position.  The chip maker had passed  Microsoft  and  Apple  in terms of market value on Tuesday, closing up 3.5%.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.99962795
2024-06-20,"As Nvidia, Apple Show Cracks, This Mag 7 Lays Down AI 'Bedrock'","While laying an AI foundation with Amazon Bedrock, Amazon stock lays the groundwork for a breakout to a record high.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,1
2024-06-20,"These Stocks Moved the Most Today: Nvidia, AMD, Trump Media, Gilead, Accenture, Jabil, and More","Shares of Nvidia turn lower after the chip maker became the world’s biggest company by market value on Tuesday, Advanced Micro Devices is named a top pick at Piper Sandler, while Trump Media shares extend their slide.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.69552594
2024-06-20,"How major US stock indexes fared Thursday, 6/20/2024","U.S. stock indexes edged back from their records, weighed down by a rare dip for Wall Street darling Nvidia, following a mixed set of reports on the economy.  The Nasdaq composite also pulled back from its record, falling 0.8%.  The Nasdaq composite fell 140.64 points, or 0.8%, to 17,721.59.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.99994123
2024-06-20,"Nvidia, Apple Expose 8 'Secrets' For When To Sell Stocks","With top growth stocks like Nvidia, Apple near record highs, keep in mind these proven rules for when to sell stocks.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.60168296
2024-06-20,"Dow Ends Higher As Big Tech Stocks Retreat; Nvidia Has Bad Day, But Not As Bad As A Trump Stock (Live Coverage)",The Dow Jones led as the S&P 500 reversed lower and the Nasdaq sank on the stock market today. Nvidia waved the white flag after a new high.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.9899921
2024-06-20,Nasdaq Snaps Record Streak. Nvidia Loses Market Cap Title.,"The Nasdaq Composite finished the day without a fresh record close for the first time in more than a week.  The Nasdaq fell 0.8%, snapping its streak of record closes at seven sessions.  It rose 300 points, or 0.8% It beat both the S&P and Nasdaq for the first time since June 6.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.9999678
2024-06-20,Nvidia: Should investors avoid the tech giant?,"One of the dominant forces on the S&P 500 (^GSPC) is Nvidia (NVDA). The tech giant has seen a record-breaking rally, but should investors continue to buy at its height? Theory Ventures General Partner Tomasz Tunguz joins for the latest edition of Good Buy or Goodbye to give insight into how investors should play the tech sector. Tunguz calls Microsoft (MSFT) a ""good buy,"" citing a multi-billion dollar run rate business in AI, its leadership in enterprise AI, and ample room for growth given AI's limited penetration in Microsoft's customer base. However, Tunguz highlights Microsoft's fraying relationship with OpenAI as a key concern. Tunguz says ""goodbye"" to Nvidia, citing the rise of competition in the space. He warns that the company may need to diversify into software, which will be an uphill battle for the company moving forward. This post was written by Nicholas Jacobino",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.9999974
2024-06-20,AMD Shares Now Top Piper Pick Because of AI Server Chips,Shares of Advanced Micro Devices traded higher Thursday after a Pipe Sandler analyst issued a bullish note on the artificial intelligence business of the chip maker.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.9999987
